开始	按	2048	0	293
结束	滑	2341	0	1
	点	2487	2	0
	点	2634	2	0
	滑	2780	1	-1
开始	按	2780	2	146
结束	滑	2926	2	1
	点	3219	1	0
开始	按	3219	2	146
结束	滑	3365	2	1
	点	3365	0	0
	点	3512	1	0
	点	3512	3	0
	点	3658	0	0
	点	3658	3	0
	点	3804	1	0
开始	滑	3804	2	1
持续	按	3804	3	147
结束	滑	3951	3	-1
	点	3951	0	0
	点	4097	1	0
	点	4097	2	0
	点	4243	0	0
	点	4243	2	0
	点	4390	1	0
开始	滑	4390	3	-1
持续	按	4390	2	146
结束	滑	4536	2	1
	点	4536	0	0
	点	4682	1	0
	点	4682	3	0
	点	4829	0	0
	点	4829	3	0
	点	4975	1	0
	点	4975	2	0
	点	5121	0	0
	点	5121	2	0
	点	5268	1	0
	点	5268	2	0
	点	5414	0	0
	点	5414	2	0
	点	5560	1	0
开始	按	5560	3	147
结束	滑	5707	3	-1
	点	5707	0	0
	点	5853	1	0
	点	5853	2	0
	点	5999	0	0
	点	5999	2	0
	点	6146	1	0
开始	滑	6146	3	-1
持续	按	6146	2	146
结束	滑	6292	2	1
	点	6292	0	0
	点	6439	1	0
	点	6439	3	0
	点	6585	0	0
	点	6585	3	0
	点	6731	1	0
	点	6731	3	0
	点	6951	1	0
	点	6951	3	0
	点	7170	0	0
	点	7170	2	0
	点	7317	1	0
	点	7317	3	0
	点	7463	0	0
	点	7463	2	0
	点	7536	0	0
	点	7536	2	0
	按	7609	0	147
	按	7609	2	147
	点	7902	1	0
开始	按	7902	2	146
结束	滑	8048	2	1
	点	8048	0	0
	点	8195	1	0
	点	8195	3	0
	点	8341	0	0
	点	8341	3	0
	点	8487	1	0
开始	滑	8487	2	1
持续	按	8487	3	147
结束	滑	8634	3	-1
	点	8634	0	0
	点	8780	1	0
	点	8780	3	0
	点	8926	0	0
	点	8926	3	0
	点	9073	1	0
开始	按	9073	3	146
结束	滑	9219	3	-1
	点	9219	0	0
	点	9365	1	0
	点	9365	2	0
	点	9512	0	0
	点	9512	2	0
	点	9658	1	0
	按	9658	3	146
	点	9804	0	0
	点	9951	1	0
	点	9951	3	0
	点	10097	0	0
	点	10097	3	0
	点	10243	1	0
开始	按	10243	3	147
结束	滑	10390	3	-1
	点	10390	0	0
	点	10536	1	0
	点	10536	2	0
	点	10682	0	0
	点	10682	2	0
	点	10829	1	0
开始	滑	10829	3	-1
持续	按	10829	2	146
结束	滑	10975	2	1
	点	10975	0	0
	点	11121	1	0
	点	11121	3	0
	点	11268	0	0
	点	11268	3	0
	点	11414	0	0
	点	11414	3	0
	点	11634	1	0
	点	11634	2	0
	点	11853	0	0
	点	11853	3	0
	点	12000	1	0
	点	12000	2	0
	点	12146	0	0
	点	12146	3	0
	点	12219	0	0
	点	12219	3	0
	按	12292	0	147
	按	12292	3	147
	点	12585	1	0
开始	按	12585	2	146
结束	滑	12731	2	1
	点	12731	0	0
	点	12878	1	0
	点	12878	3	0
	点	13024	0	0
	点	13024	3	0
	点	13170	1	0
开始	滑	13170	2	1
持续	按	13170	3	147
结束	滑	13317	3	-1
	点	13317	0	0
	点	13463	1	0
	点	13463	3	0
	点	13609	0	0
	点	13609	3	0
	点	13756	0	0
	点	13756	2	0
	点	13975	0	0
	点	13975	2	0
	点	14195	1	0
	点	14195	3	0
	点	14341	0	0
	点	14341	2	0
	点	14487	1	0
	点	14487	3	0
	点	14560	1	0
	点	14560	3	0
	按	14634	1	146
	按	14634	3	146
	点	14926	1	0
开始	按	14926	3	147
结束	滑	15073	3	-1
	点	15073	0	0
	点	15219	1	0
	点	15219	2	0
	点	15365	0	0
	点	15365	2	0
	点	15512	1	0
开始	滑	15512	3	-1
持续	按	15512	2	146
结束	滑	15658	2	1
	点	15658	0	0
	点	15804	1	0
	点	15804	3	0
	点	15951	0	0
	点	15951	3	0
	点	16097	1	0
	点	16097	2	0
	点	16317	0	0
	点	16317	2	0
	点	16536	1	0
	点	16536	3	0
	点	16682	0	0
	点	16682	2	0
	点	16829	1	0
	点	16829	3	0
	点	16902	1	0
	点	16902	3	0
	按	16975	1	146
	按	16975	3	146
	点	17268	1	0
开始	按	17268	2	146
结束	滑	17414	2	1
	点	17414	0	0
	点	17560	1	0
	点	17560	3	0
	点	17707	0	0
	点	17707	3	0
	点	17853	1	0
开始	滑	17853	2	1
持续	按	17853	3	146
结束	滑	17999	3	-1
	点	17999	0	0
	点	18146	1	0
	点	18146	2	0
	点	18292	0	0
	点	18292	2	0
	点	18439	1	0
	点	18585	0	0
	点	18585	3	0
	点	18731	1	0
	点	18731	3	0
	点	18878	0	0
	点	18878	3	0
	点	19024	1	0
	点	19024	3	0
	点	19170	0	0
	点	19170	3	0
	点	19317	1	0
	点	19317	3	0
	点	19463	0	0
	点	19463	3	0
	点	19609	1	0
开始	按	19609	2	147
结束	滑	19756	2	1
	点	19756	0	0
	点	19902	1	0
	点	19902	2	0
	点	20048	0	0
	点	20048	2	0
	点	20195	1	0
开始	滑	20195	3	-1
持续	按	20195	2	146
结束	滑	20341	2	1
	点	20341	0	0
	点	20487	1	0
	点	20487	3	0
	点	20634	0	0
	点	20634	3	0
	滑	20780	2	1
	滑	21000	1	-1
	滑	21219	2	1
	滑	21365	1	-1
	滑	21512	2	1
	滑	21585	1	-1
开始	滑	21658	2	1
持续	按	21658	3	146
结束	滑	21804	3	-1
	按	21951	0	878
开始	滑	21951	2	1
结束	按	21951	3	1024
开始	按	23121	0	74
持续	滑	23195	0	1
持续	按	23195	1	73
持续	滑	23268	1	-1
结束	按	23268	0	732
	按	23121	3	878
开始	按	24292	1	73
持续	滑	24365	1	-1
持续	按	24365	0	74
持续	滑	24439	0	1
结束	按	24439	1	292
开始	滑	24292	2	1
结束	按	24292	3	439
开始	滑	24878	1	-1
持续	按	24878	0	292
结束	滑	25170	0	1
	点	24878	2	0
	点	25170	3	0
开始	按	25463	0	73
持续	滑	25536	0	1
持续	按	25536	1	73
持续	滑	25609	1	-1
结束	按	25609	0	732
开始	滑	25463	3	-1
结束	按	25463	2	878
开始	滑	26634	1	-1
结束	按	26634	0	731
开始	按	26634	3	73
持续	滑	26707	3	-1
持续	按	26707	2	73
持续	滑	26780	2	1
结束	按	26780	3	1756
开始	滑	27512	1	-1
持续	按	27512	0	292
持续	滑	27804	0	1
持续	按	27804	1	293
持续	滑	28097	1	1
持续	按	28097	2	293
持续	滑	28390	2	-1
持续	按	28390	1	146
持续	滑	28536	1	-1
持续	按	28536	0	146
持续	滑	28682	0	1
结束	按	28682	1	732
开始	按	28682	2	293
持续	滑	28975	2	1
结束	按	28975	3	439
开始	滑	29560	1	-1
持续	按	29560	0	147
持续	滑	29707	0	1
持续	按	29707	1	146
持续	滑	29853	1	-1
持续	按	29853	0	147
结束	滑	30000	0	1
	按	29560	2	440
开始	滑	30146	1	-1
结束	按	30146	0	878
开始	按	30146	3	73
持续	滑	30219	3	-1
持续	按	30219	2	73
持续	滑	30292	2	1
结束	按	30292	3	732
开始	滑	31317	1	-1
持续	按	31317	0	878
持续	滑	32195	0	1
持续	按	32195	1	292
持续	滑	32487	1	-1
持续	按	32487	0	293
持续	滑	32780	0	1
持续	按	32780	1	293
持续	滑	33073	1	1
持续	按	33073	2	292
结束	滑	33365	2	-1
	滑	31317	2	1
	点	31463	2	0
	点	31609	2	0
	点	31756	2	0
	点	31902	2	0
	滑	32048	2	1
	滑	32414	3	-1
	滑	33512	1	-1
	点	33658	0	0
开始	滑	33658	2	1
持续	按	33658	3	585
持续	滑	34243	3	-1
持续	按	34243	2	293
持续	滑	34536	2	1
持续	按	34536	3	146
持续	滑	34682	3	-1
持续	按	34682	2	147
持续	滑	34829	2	1
持续	按	34829	3	585
持续	滑	35414	3	-1
结束	按	35414	2	293
	点	33804	1	0
	点	34097	0	0
	点	34243	0	0
	点	34390	0	0
	滑	34536	1	-1
	滑	34756	0	1
	滑	35707	1	-1
	滑	35999	0	1
开始	按	36000	2	73
持续	滑	36073	2	1
持续	按	36073	3	73
持续	滑	36146	3	-1
持续	按	36146	2	732
持续	滑	36878	2	1
持续	按	36878	3	292
持续	滑	37170	3	-1
持续	按	37170	2	293
持续	滑	37463	2	1
持续	按	37463	3	293
持续	滑	37756	3	-1
持续	按	37756	2	292
结束	滑	38048	2	1
开始	按	36292	0	146
结束	滑	36438	0	1
	点	36731	1	0
开始	按	36878	1	146
结束	滑	37024	1	-1
	滑	37170	0	1
开始	按	37463	0	146
结束	滑	37609	0	1
开始	按	37756	1	73
持续	滑	37829	1	-1
持续	按	37829	0	73
持续	滑	37902	0	1
持续	按	37902	1	73
持续	滑	37975	1	-1
持续	按	37975	0	73
结束	滑	38048	0	1
	滑	38268	2	1
开始	按	38341	0	73
持续	滑	38414	0	1
持续	按	38414	1	73
持续	滑	38487	1	-1
持续	按	38487	0	439
持续	滑	38926	0	1
持续	按	38926	1	293
结束	滑	39219	1	-1
	滑	38560	3	-1
	滑	38853	2	1
	滑	39146	3	-1
	点	39512	0	0
开始	按	39512	3	73
持续	滑	39585	3	-1
持续	按	39585	2	73
持续	滑	39658	2	1
结束	按	39658	3	293
	点	39658	0	0
	点	39804	0	0
	点	39951	0	0
开始	按	40097	0	73
持续	滑	40170	0	1
持续	按	40170	1	73
持续	滑	40243	1	1
持续	按	40243	2	74
持续	滑	40317	2	-1
持续	按	40317	1	73
结束	滑	40390	1	-1
	点	40097	3	0
	点	40243	3	0
	点	40317	3	0
	按	40390	3	146
	点	40682	2	0
	点	40756	0	0
	点	40829	2	0
	点	40902	0	0
	滑	40975	2	1
	点	41268	1	0
	点	41268	3	0
	点	41414	1	0
	点	41414	3	0
	点	41560	1	0
	滑	41560	3	-1
	点	41853	1	0
	点	41853	2	0
	点	41999	1	0
	点	41999	2	0
	滑	42146	1	-1
	滑	42146	2	1
	滑	42438	1	-1
	滑	42658	2	1
	滑	42878	1	-1
	点	43024	2	0
	点	43097	0	0
	点	43170	2	0
	点	43243	1	0
	点	43317	3	0
	点	43390	0	0
	点	43463	2	0
	点	43536	0	0
	点	43609	2	0
	点	43682	1	0
	点	43756	3	0
	点	43829	0	0
	点	43902	2	0
	点	43975	0	0
	点	44048	2	0
	点	44121	1	0
	点	44195	3	0
	点	44268	0	0
	点	44341	2	0
	点	44414	1	0
	点	44487	3	0
	点	44560	0	0
	点	44634	2	0
	点	44707	1	0
	点	44780	2	0
	点	44853	0	0
	点	44926	2	0
	点	44999	1	0
	点	45073	3	0
	点	45146	0	0
	点	45219	3	0
	点	45292	1	0
	点	45365	2	0
	点	45438	1	0
	点	45512	2	0
	点	45585	0	0
	点	45658	3	0
	点	45731	1	0
	点	45804	3	0
	点	45877	0	0
	点	45951	2	0
	点	46024	0	0
	点	46097	2	0
	点	46170	1	0
	点	46243	3	0
	点	46317	0	0
	点	46390	2	0
	点	46463	1	0
	点	46536	3	0
	点	46609	0	0
	点	46682	3	0
	点	46756	1	0
	点	46829	2	0
	点	46902	0	0
	点	46975	2	0
	点	47048	1	0
	点	47121	3	0
	点	47195	2	0
	点	47268	3	0
	点	47341	1	0
	点	47414	2	0
	点	47487	0	0
	点	47560	2	0
	点	47634	1	0
	点	47707	3	0
	点	47780	0	0
	点	47853	2	0
	点	47926	1	0
	点	47999	2	0
	点	48073	1	0
	点	48146	3	0
	点	48219	0	0
	点	48292	2	0
	点	48365	0	0
	点	48438	3	0
	点	48512	1	0
	点	48585	3	0
	点	48658	0	0
	点	48731	2	0
	点	48804	1	0
	点	48877	3	0
	点	48951	2	0
	点	49024	3	0
	点	49097	1	0
	点	49170	2	0
	点	49243	1	0
	点	49317	2	0
	点	49390	0	0
	点	49463	1	0
	点	49536	0	0
	点	49609	2	0
	点	49682	1	0
	点	49756	3	0
	点	49829	0	0
	点	49902	2	0
	点	49975	1	0
	点	50048	2	0
	点	50121	0	0
	点	50195	3	0
	点	50268	0	0
	点	50341	2	0
	点	50414	1	0
	点	50487	2	0
	点	50560	0	0
	点	50634	3	0
	点	50707	1	0
	点	50780	2	0
	点	50853	1	0
	点	50926	2	0
	点	50999	0	0
	点	51073	3	0
	点	51146	1	0
	点	51219	2	0
	点	51292	1	0
	点	51365	3	0
	点	51438	0	0
	点	51512	2	0
	点	51585	0	0
	点	51658	2	0
	点	51731	1	0
	点	51804	3	0
	点	51877	1	0
	点	51951	2	0
	点	52024	0	0
开始	滑	52097	2	1
持续	按	52097	3	146
结束	滑	52243	3	-1
	滑	52390	2	1
	点	52463	0	0
	点	52536	3	0
	点	52609	0	0
	点	52682	2	0
	点	52756	1	0
	点	52829	2	0
	点	52902	0	0
	点	52975	3	0
	点	53048	0	0
	点	53121	3	0
	点	53195	1	0
	点	53268	2	0
	点	53341	0	0
	点	53414	3	0
	点	53487	1	0
	点	53560	2	0
	点	53634	1	0
	点	53707	3	0
	点	53780	0	0
	点	53853	2	0
	点	53926	1	0
	点	53999	3	0
	点	54073	0	0
	点	54146	2	0
	点	54219	1	0
	点	54292	3	0
	点	54365	0	0
	点	54438	2	0
	点	54512	1	0
	点	54585	3	0
	点	54658	0	0
	点	54731	2	0
	点	54804	1	0
	点	54877	2	0
	点	54951	1	0
	点	55024	3	0
	点	55097	0	0
	点	55170	2	0
	点	55243	1	0
	点	55317	3	0
	点	55390	0	0
	点	55463	2	0
	点	55536	1	0
	点	55609	3	0
	点	55682	0	0
	点	55756	2	0
	点	55829	1	0
	点	55902	2	0
	点	55975	1	0
	点	56048	3	0
	点	56121	0	0
	点	56195	2	0
	点	56268	1	0
	点	56341	2	0
	点	56414	1	0
	点	56487	3	0
	点	56560	2	0
	点	56634	3	0
	点	56707	1	0
	点	56780	2	0
	点	56853	0	0
	点	56926	2	0
	点	56999	0	0
	点	57073	2	0
	点	57146	1	0
	点	57219	3	0
	点	57292	1	0
	点	57365	2	0
	点	57438	0	0
	点	57512	3	0
	点	57585	1	0
	点	57658	2	0
	点	57731	0	0
	点	57804	3	0
	点	57877	1	0
	点	57951	2	0
	点	58024	0	0
	点	58097	2	0
	点	58170	1	0
	点	58243	3	0
	点	58317	2	0
	点	58390	3	0
	点	58463	1	0
	点	58536	2	0
	点	58609	0	0
	点	58682	1	0
	点	58756	0	0
	点	58829	2	0
	点	58902	1	0
	点	58975	3	0
	点	59048	0	0
	点	59121	2	0
	点	59195	1	0
	点	59268	3	0
	点	59341	0	0
	滑	59414	2	1
	滑	59560	1	-1
	滑	59853	2	1
	滑	60146	1	-1
	点	60439	0	0
	点	60439	3	0
	点	60585	1	0
	点	60585	3	0
	点	60878	0	0
	点	60878	2	0
	点	61170	0	0
	点	61170	3	0
	点	61317	1	0
	点	61317	2	0
	点	61390	1	0
	点	61390	2	0
	按	61463	1	146
	按	61463	2	146
	滑	61756	1	-1
	点	61902	0	0
	点	61902	3	0
	点	62048	1	0
	点	62048	2	0
开始	按	62195	0	146
结束	滑	62341	0	1
开始	按	62195	2	146
结束	滑	62341	2	1
	点	62487	0	0
	点	62634	1	0
	点	62634	2	0
	点	62780	0	0
开始	按	62780	3	146
结束	滑	62926	3	-1
	点	62926	1	0
开始	滑	63073	1	-1
持续	按	63073	0	146
结束	滑	63219	0	1
	点	63073	3	0
	点	63219	2	0
	点	63365	3	0
	按	63512	1	146
	按	63512	2	146
	点	63804	1	0
	点	63804	2	0
	点	63951	1	0
	点	63951	2	0
	点	64097	1	0
开始	滑	64097	2	1
持续	按	64097	3	146
持续	滑	64243	3	-1
持续	按	64243	2	147
持续	滑	64390	2	1
持续	按	64390	3	146
持续	滑	64536	3	-1
持续	按	64536	2	146
持续	滑	64682	2	1
持续	按	64682	3	147
持续	滑	64829	3	-1
持续	按	64829	2	146
结束	滑	64975	2	1
	点	64243	0	0
	点	64390	1	0
	点	64536	0	0
	点	64682	1	0
	点	64829	0	0
	点	64975	1	0
	点	65121	0	0
	点	65268	1	0
	点	65268	2	0
	点	65414	0	0
开始	滑	65414	2	1
持续	按	65414	3	146
结束	滑	65560	3	-1
	点	65560	1	0
	点	65707	0	0
	按	65853	1	146
	按	65853	2	146
	点	66146	1	0
	点	66146	2	0
	点	66292	1	0
	点	66292	2	0
	点	66438	1	0
开始	按	66438	2	147
结束	滑	66585	2	1
	点	66585	0	0
	点	66731	1	0
	点	66731	3	0
开始	按	66878	1	146
结束	滑	67024	1	-1
开始	按	66878	3	146
结束	滑	67024	3	-1
	点	67170	0	0
	点	67316	1	0
	点	67316	2	0
	点	67463	0	0
	滑	67463	2	1
	按	67609	1	147
	按	67609	3	147
	按	67902	1	146
	按	67902	3	146
	点	68195	1	0
