	按	404	2	857
	按	1775	1	300
	点	2161	2	0
	点	2332	1	0
	点	2590	3	0
	按	2804	0	1200
	按	3232	2	772
	按	3232	3	772
	按	4004	1	86
	点	4090	0	0
	点	4175	2	0
	点	4261	1	0
	点	4347	3	0
	点	4347	2	0
	点	4432	0	0
	点	4518	3	0
	点	4604	1	0
	点	4690	2	0
	点	4775	0	0
	点	4861	3	0
	点	4947	1	0
	点	5032	3	0
	点	5032	2	0
	点	5118	0	0
	点	5204	2	0
	点	5290	1	0
	点	5375	2	0
	按	5375	0	86
	点	5375	3	0
	点	5461	1	0
	点	5547	3	0
	点	5632	2	0
	点	5718	1	0
	点	5718	0	0
	点	5804	3	0
	点	5890	0	0
	点	5975	2	0
	点	6061	1	0
	点	6147	2	0
	点	6232	0	0
	点	6318	3	0
	点	6404	0	0
	点	6404	1	0
	点	6490	2	0
	点	6575	1	0
	点	6661	3	0
	点	6747	2	0
	按	6747	1	85
	点	6747	0	0
	点	6832	3	0
	点	6918	0	0
	点	7004	2	0
	点	7090	1	0
	点	7090	0	0
	点	7175	3	0
	点	7261	0	0
	点	7347	2	0
	点	7432	1	0
	点	7518	3	0
	点	7604	0	0
	点	7690	2	0
	点	7775	1	0
	点	7775	0	0
	点	7861	3	0
	点	7947	1	0
	点	8032	3	0
	点	8118	0	0
	按	8118	2	86
	点	8118	1	0
	点	8204	3	0
	点	8290	0	0
	点	8375	2	0
	点	8461	1	0
	点	8461	3	0
	点	8547	0	0
	点	8632	2	0
	点	8718	1	0
	点	8804	3	0
	点	8890	0	0
	点	8975	2	0
	点	9061	1	0
	点	9147	2	0
	点	9147	3	0
	点	9232	0	0
	点	9318	2	0
	点	9404	1	0
	点	9490	3	0
	点	9490	2	0
	按	9490	0	85
	点	9575	1	0
	点	9661	3	0
	点	9747	1	0
	点	9832	2	0
	点	9832	0	0
	点	9832	3	0
	点	9918	1	0
	点	10004	2	0
	点	10090	1	0
	点	10175	2	0
	点	10175	0	0
	点	10175	3	0
	点	10261	1	0
	点	10347	0	0
	点	10432	3	0
	点	10432	1	0
	点	10432	2	0
	点	10518	2	0
	点	10518	0	0
	点	10518	1	0
	点	10604	3	0
	点	10690	1	0
	点	10690	0	0
	点	10690	2	0
	点	10775	3	0
	点	10861	1	0
	点	10861	2	0
	按	10861	0	86
	点	10947	3	0
	点	11032	1	0
	点	11118	2	0
	点	11204	3	0
	点	11204	0	0
	点	11204	1	0
	点	11290	2	0
	点	11375	0	0
	点	11461	2	0
	点	11547	1	0
	点	11547	3	0
	点	11547	0	0
	点	11632	2	0
	点	11718	1	0
	点	11804	2	0
	点	11890	1	0
	点	11890	0	0
	点	11890	3	0
	点	11975	2	0
	点	12061	1	0
